Talk ={

a1="赤羽这个小娃娃不懂事，去帮我一顿！",f1="我打完了",c1="",r1="",s1="",t1="",
a8862="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8862="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8862="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8863="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8863="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8863="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8864="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8864="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8864="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8865="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8865="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8865="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8866="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8866="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8866="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8867="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8867="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8867="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8868="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8868="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8868="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8869="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8869="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8869="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8870="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8870="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8870="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8871="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8871="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8871="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8872="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8872="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8872="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8873="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8873="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8873="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8874="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8874="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8874="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8875="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8875="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8875="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8876="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8876="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8876="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8877="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8877="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8877="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8878="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8878="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8878="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8879="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8879="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8879="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8880="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8880="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8880="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8881="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8881="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8881="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8882="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8882="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8882="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8883="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8883="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8883="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8884="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8884="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8884="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8885="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8885="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8885="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8886="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8886="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8886="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8887="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8887="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8887="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8888="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8888="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8888="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8889="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8889="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8889="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8890="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8890="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8890="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8891="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8891="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8891="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8892="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8892="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8892="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8893="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8893="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8893="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8894="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8894="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8894="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8895="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8895="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8895="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8896="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8896="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8896="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8897="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8897="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8897="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8898="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8898="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8898="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8899="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8899="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8899="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8900="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8900="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8900="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8901="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8901="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8901="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8902="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8902="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8902="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8903="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8903="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8903="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8904="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8904="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8904="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8905="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8905="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8905="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
a8906="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",f8906="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",c8906="200环任务很辛苦呢，坚持就是胜利，最后一定会有回报的！",
